label,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
"['loe', 'yg', 'tolol']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.0106352940962555, 6.703782474656201, 2.666596326274049]","[2.003545098032085, 2.2345941582187336, 0.8888654420913495]"
"['loh', 'alas', 'jokowi', 'pilih', 'azwar', 'anas', 'menpan-rb']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.605170185988092, 5.029806041084529, 5.237445405862774, 1.8362480242006185, 6.0106352940962555, 5.722953221644475, 4.7578723256008875, 5.40449949052594]","[0.7006462732485115, 0.6287257551355662, 0.6546806757328467, 0.2295310030250773, 0.7513294117620319, 0.7153691527055593, 0.5947340407001109, 0.6755624363157425]"
"['loh', '', 'medsod', 'yg', 'blng', 'onta', '', '', 'pret', '', 'pret', '']","[0.25, 0.5, 0.25]","[6.0106352940962555, 6.703782474656201, 2.666596326274049]","[1.5026588235240639, 3.3518912373281005, 0.6666490815685122]"
"['lolos', '', 'habis', 'gak', 'gubernur', 'tangkap', '', 'jokowi', 'sabar', 'tunggu', '']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[4.064725145040942, 6.703782474656201, 6.19295685089021, 1.8362480242006185, 7.1092475827643655, 5.8564846142689975, 6.0106352940962555]","[0.5806750207201345, 0.9576832106651715, 0.8847081215557443, 0.26232114631437403, 1.0156067975377665, 0.8366406591812853, 0.8586621848708936]"
"['', 'lonceng', 'mati', 'rejim', 'jokowi', 'suka', 'bener', 'lu', 'hut', 'eh', 'ping']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.237445405862774, 6.703782474656201, 1.8362480242006185, 5.499809670330265, 5.722953221644475, 5.40449949052594]","[0.8729075676437956, 1.1172970791093668, 0.30604133736676975, 0.9166349450550442, 0.9538255369407458, 0.9007499150876567]"
"['luhut', 'puji', 'jokowi', 'naik', 'harga', 'bbm', 'hebat']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[3.167665775094675, 3.5977021439333448, 5.40449949052594, 1.8362480242006185, 6.19295685089021, 3.7593434954897607, 5.605170185988092]","[0.4525236821563821, 0.513957449133335, 0.77207135578942, 0.26232114631437403, 0.8847081215557443, 0.5370490707842515, 0.8007385979982988]"
"['luhut', 'puji', 'jokowi', 'naik', 'harga', 'bbm', 'hebat', 'hebat', '', '', 'penasaran', 'aja', 'yg', 'nih', 'org', 'rezim', 'runtuh', '', 'makzulinlurahngibul', 'makzulinlurahngibul', '']","[0.0625, 0.0625, 0.0625, 0.125, 0.0625, 0.0625, 0.125, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[3.8134107167600364, 3.167665775094675, 3.5977021439333448, 5.40449949052594, 1.8362480242006185, 6.19295685089021, 4.088822696620003, 3.7593434954897607, 5.237445405862774, 5.40449949052594, 5.605170185988092, 4.666900547395161, 7.1092475827643655, 2.666596326274049]","[0.23833816979750228, 0.1979791109434172, 0.22485638399583405, 0.6755624363157425, 0.11476550151253866, 0.38705980318063815, 0.5111028370775004, 0.23495896846811004, 0.32734033786642336, 0.33778121815787127, 0.35032313662425574, 0.2916812842121976, 0.44432797392277285, 0.16666227039212805]"
"['luhut', 'puji', 'jokowi', 'naik', 'harga', 'bbm', 'hebat', 'sindir', 'unjuk', 'naik', 'bbm', 'rz', 'm', 'g', 'jlas', '', '']","[0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111]","[3.167665775094675, 3.5977021439333448, 5.40449949052594, 1.8362480242006185, 6.19295685089021, 3.7593434954897607, 5.605170185988092]","[0.7039257277988167, 0.3997446826592605, 0.6004999433917712, 0.20402755824451316, 0.6881063167655789, 0.8354096656643912, 0.6227966873320102]"
"['m', 'dyaro', 'wae', 'klw', 'gitu', '']","[0.5, 0.5]","[5.40449949052594, 6.703782474656201]","[2.70224974526297, 3.3518912373281005]"
"['maaf', 'jokowi', 'tau', 'beliau', 'jawa', 'timur']","[0.2, 0.2, 0.2, 0.2, 0.2]","[5.722953221644475, 6.19295685089021, 1.8362480242006185, 6.0106352940962555, 5.40449949052594]","[1.144590644328895, 1.2385913701780422, 0.3672496048401237, 1.2021270588192512, 1.080899898105188]"
"['mafia', 'vs', 'tni', 'rakyat']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.41610040220442, 3.47166142303798, 7.1092475827643655]","[2.1387001340681397, 1.1572204743459933, 2.3697491942547884]"
"['mahal', 'bbm', 'berat', 'hidup', '', 'apalg', 'yg', 'bini', '', 'berattt', '', 'perintah', 'zalim', '', 'gimana', 'nambah', 'jd', 'kalo', 'udh', 'ky', 'gin', '', 'turun', 'jokowi', '']","[0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667, 0.06666666666666667]","[3.167665775094675, 5.8564846142689975, 5.40449949052594, 5.499809670330265, 4.7578723256008875, 4.969181419268095, 1.8362480242006185, 4.58351893845611, 6.703782474656201, 6.41610040220442, 3.952247161614252, 4.336658860524585, 5.722953221644475, 2.666596326274049, 6.703782474656201]","[0.211177718339645, 0.3904323076179332, 0.3602999660350627, 0.36665397802201766, 0.3171914883733925, 0.33127876128453965, 0.1224165349467079, 0.3055679292304073, 0.44691883164374674, 0.427740026813628, 0.2634831441076168, 0.28911059070163897, 0.38153021477629834, 0.17777308841826991, 0.44691883164374674]"
"['mahasiswa', 'sumut', 'demo', 'tolak', 'bbm', 'jokowi', 'khianat', 'rakyat', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111]","[3.167665775094675, 4.470190253149108, 1.8362480242006185, 7.1092475827643655, 5.605170185988092, 4.088822696620003, 3.47166142303798, 5.0943445622221]","[0.35196286389940834, 0.49668780590545636, 0.20402755824451316, 0.7899163980849294, 0.6227966873320102, 0.9086272659155562, 0.3857401581153311, 0.5660382846913444]"
['makassar'],[],[],[]
"['maklum', 'lembaga', 'politik', 'hukum', 'yg', 'acu', 'politrick', '']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[7.1092475827643655, 4.544298225302828, 6.41610040220442, 7.1092475827643655, 4.912023005428146, 2.666596326274049]","[1.1848745971273942, 0.7573830375504713, 1.0693500670340699, 1.1848745971273942, 0.8186705009046911, 0.4444327210456748]"
"['maklum', 'presiden', 'ngerti', 'doraemon', 'sinchan', 'sisa', 'ya', 'yntkts', 'apes', 'milih', 'orang', 'bodoh', 'oportunis', 'utk', 'mmbantu', 'perintah', 'speechless', 'dah']","[0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]","[5.605170185988092, 5.8564846142689975, 7.1092475827643655, 7.1092475827643655, 6.41610040220442, 4.0182051294060495, 3.952247161614252, 3.313758393592171, 5.722953221644475, 3.70805020110221, 7.1092475827643655]","[0.5095609259989174, 0.5324076922062725, 0.6462952347967605, 0.6462952347967605, 0.5832818547458564, 0.36529137540054996, 0.35929519651038655, 0.30125076305383375, 0.5202684746949523, 0.33709547282747365, 0.6462952347967605]"
"['maksa', 'paksa', 'mundur', 'makzulkanlurahngibul', 'makzulkanlurahngibul', 'jokowi', 'ikn', 'tetap', 'proyek', 'strategis', 'nasional']","[0.1, 0.1, 0.2, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[5.605170185988092, 1.8362480242006185, 7.1092475827643655, 5.0943445622221, 6.19295685089021, 6.41610040220442, 5.605170185988092, 6.41610040220442, 7.1092475827643655]","[0.5605170185988092, 0.18362480242006185, 1.4218495165528733, 0.5094344562222101, 0.6192956850890211, 0.6416100402204421, 0.5605170185988092, 0.6416100402204421, 0.7109247582764366]"
"['maksud', 'teh', '']",[1.0],[6.703782474656201],[6.703782474656201]
"['mampus', 'aja', 'luh', 'ama', 'keluarga', 'luh', '', '', '']","[0.2, 0.2, 0.2, 0.4]","[3.8134107167600364, 6.703782474656201, 5.8564846142689975, 7.1092475827643655]","[0.7626821433520073, 1.3407564949312403, 1.1712969228537995, 2.8436990331057466]"
"['', '', '', 'mana', '', '', '', 'peristiwa', '', '', '', 'temu', 'demo', '', 'sebut', '', '', '', '']","[0.5, 0.5]","[4.470190253149108, 5.605170185988092]","[2.235095126574554, 2.802585092994046]"
"['mandalika', '', 'asi', 'games', '', 'dll', 'jokowi', 'periksa', '', 'kpk', 'jgn', 'kek', 'kontol', 'kuasa', '', 'periksa', 'formula', 'e']","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2]","[5.605170185988092, 5.8564846142689975, 1.8362480242006185, 6.0106352940962555, 7.1092475827643655, 5.029806041084529, 5.163337433709052, 7.1092475827643655, 6.0106352940962555]","[0.5605170185988092, 0.5856484614268997, 0.18362480242006185, 0.6010635294096256, 0.7109247582764366, 0.5029806041084529, 0.5163337433709052, 0.7109247582764366, 1.2021270588192512]"
"['mane', 'jalan', 'nya']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.31748811353631, 7.1092475827643655, 4.064725145040942]","[1.7724960378454366, 2.3697491942547884, 1.354908381680314]"
"['', 'mang', 'dah', 'partai', 'gak', 'yg', 'ngalahin', 'yg', 'gak', 'viral', 'gak', 'dijadiin', 'jabat', '', 'mantan', 'napi', 'aja', 'komut']","[0.09090909090909091, 0.09090909090909091, 0.2727272727272727, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182]","[3.8134107167600364, 5.8564846142689975, 4.064725145040942, 4.80666248977032, 7.1092475827643655, 6.0106352940962555, 5.163337433709052, 2.666596326274049]","[0.3466737015236397, 0.5324076922062725, 1.108561403192984, 0.43696931725184723, 0.6462952347967605, 0.5464213903723869, 0.46939431215536837, 0.4848356956861907]"
"['mantaaap', 'hakim', 'nya', 'gak', 'sense', 'of', 'public', 'hakim', 'wakil', 'tuhan']","[0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[4.064725145040942, 6.703782474656201, 4.064725145040942, 7.1092475827643655, 6.703782474656201]","[0.677454190840157, 2.2345941582187336, 0.677454190840157, 1.1848745971273942, 1.1172970791093668]"
"['mantan', 'tum', 'apkasi', 'resmi', 'lantik', 'presiden', 'jokowi', 'menpan', 'rb']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.8362480242006185, 5.499809670330265, 6.0106352940962555, 5.722953221644475, 3.313758393592171, 5.40449949052594, 6.703782474656201, 6.703782474656201]","[0.2295310030250773, 0.6874762087912831, 0.7513294117620319, 0.7153691527055593, 0.41421979919902135, 0.6755624363157425, 0.8379728093320251, 0.8379728093320251]"
"['mantap', 'dhe', 'fasikh', 'bhs', 'ingglisnya', '', 'keren', 'cocok', 'periode']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.703782474656201, 7.1092475827643655, 4.624340932976365]","[2.2345941582187336, 2.3697491942547884, 1.5414469776587882]"
"['manuver', 'jokowi', 'bawa', 'anies', 'baswedan', 'roket', 'suara', 'dukung', 'puan', 'ganjar', 'prabowo', 'rontok']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[5.605170185988092, 6.0106352940962555, 4.336658860524585, 6.703782474656201, 1.8362480242006185, 6.0106352940962555, 5.8564846142689975, 6.0106352940962555]","[0.7006462732485115, 0.7513294117620319, 0.5420823575655731, 0.8379728093320251, 0.2295310030250773, 0.7513294117620319, 0.7320605767836247, 0.7513294117620319]"
"['mas', 'berani']","[0.5, 0.5]","[5.163337433709052, 6.19295685089021]","[2.581668716854526, 3.096478425445105]"
"['materi', 'bagus', 'manusia', 'ukur', 'bgini', 'jahan', 'lupa', 'trias', 'politica', 'kaji']","[0.25, 0.25, 0.25, 0.25]","[5.8564846142689975, 5.8564846142689975, 5.8564846142689975, 7.1092475827643655]","[1.4641211535672494, 1.4641211535672494, 1.4641211535672494, 1.7773118956910914]"
"['mati', 'dlu', 'yah', 'rocky', 'kawal', 'indonesia', 'tumbuh']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.19295685089021, 3.7950615780918397, 5.722953221644475, 6.19295685089021, 6.41610040220442]","[1.2385913701780422, 0.759012315618368, 1.144590644328895, 1.2385913701780422, 1.2832200804408842]"
"['mati', 'jokowi', 'jajah', 'bukti', 'hukum', 'syar', 'at', 'orang', 'jawa', 'nyali', 'tempe', 'yg', 'hidup', 'kaga', 'moral', 'rusak', 'hidup', 'wilayah', 'kampung', 'malu', 'wali', 'songgo', 'ahlak', 'ter', 'ceng', 'hoo', 'turun', 'tumbal', 'leny', 'bukti', 'hery', 'kelapa', 'bukti']","[0.14285714285714285, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616]","[5.499809670330265, 4.7578723256008875, 4.544298225302828, 6.703782474656201, 6.19295685089021, 1.8362480242006185, 6.0106352940962555, 5.722953221644475, 5.722953221644475, 5.499809670330265, 6.703782474656201, 4.0182051294060495, 5.722953221644475, 6.703782474656201, 6.703782474656201, 4.336658860524585, 7.1092475827643655, 2.666596326274049]","[0.7856870957614663, 0.45313069767627495, 0.21639515358584896, 0.3192277368883905, 0.2949027071852481, 0.08744038210479135, 0.2862207282902979, 0.2725215819830702, 0.2725215819830702, 0.26189569858715545, 0.3192277368883905, 0.19134310140028807, 0.2725215819830702, 0.3192277368883905, 0.3192277368883905, 0.20650756478688498, 0.33853559917925546, 0.12698077744162137]"
"['medsos', 'jokowi', 'liat', 'komen', 'rakyat', 'ga', 'respeck', 'komennya', 'lg', 'thn', 'jabat', 'kayak', 'kesan', 'senang', 'nih']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[3.973753366835216, 4.80666248977032, 1.8362480242006185, 5.029806041084529, 6.703782474656201, 5.499809670330265, 5.40449949052594, 7.1092475827643655, 5.237445405862774, 3.47166142303798, 6.19295685089021, 6.41610040220442]","[0.33114611390293464, 0.40055520748085993, 0.15302066868338488, 0.41915050342371074, 0.5586485395546834, 0.4583174725275221, 0.45037495754382834, 0.5924372985636971, 0.4364537838218978, 0.2893051185864983, 0.5160797375741841, 0.5346750335170349]"
"['mendikjek', 'buka', 'lapang', 'kerja', 'driver', 'ojek', '', 'timang', 'darah', 'sedot', '', '']","[0.2, 0.2, 0.2, 0.2, 0.2]","[5.722953221644475, 6.703782474656201, 4.711352309965995, 6.703782474656201, 7.1092475827643655]","[1.144590644328895, 1.3407564949312403, 0.942270461993199, 1.3407564949312403, 1.4218495165528733]"
"['mending', 'lu', 'jagain', 'bansos', 'gak', 'korup', 'teriak', 'teriak', 'pancasila', 'gak', 'lupa', 'senyum', 'gaes']","[0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666]","[5.40449949052594, 6.703782474656201, 4.064725145040942, 7.1092475827643655, 5.722953221644475, 5.499809670330265, 5.8564846142689975, 6.19295685089021, 6.703782474656201, 6.19295685089021]","[0.45037495754382834, 0.5586485395546834, 0.677454190840157, 0.5924372985636971, 0.4769127684703729, 0.4583174725275221, 0.48804038452241644, 0.5160797375741841, 0.5586485395546834, 1.0321594751483683]"
"['mending', 'program', 'jokowi', 'ahok']","[0.25, 0.25, 0.25, 0.25]","[6.41610040220442, 1.8362480242006185, 6.19295685089021, 6.19295685089021]","[1.604025100551105, 0.4590620060501546, 1.5482392127225526, 1.5482392127225526]"
"['menhan', 'prabowo', 'silaturahmi', 'presiden', 'jokowi', 'keluarga', 'yogya', 'ajak', 'anak', 'wayang']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.0106352940962555, 4.912023005428146, 1.8362480242006185, 5.8564846142689975, 3.313758393592171]","[1.2021270588192512, 0.9824046010856293, 0.3672496048401237, 1.1712969228537995, 0.6627516787184342]"
"['menteri', 'banyakin', 'indonesia', 'rakyat', 'sengsara']","[0.25, 0.25, 0.25, 0.25]","[3.7950615780918397, 4.435098933337837, 3.47166142303798, 6.41610040220442]","[0.9487653945229599, 1.1087747333344593, 0.867915355759495, 1.604025100551105]"
"['menteri', 'jd', 'bodoh', 'jd', 'bawah', 'jokowi']","[0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.16666666666666666, 0.16666666666666666]","[6.19295685089021, 5.605170185988092, 4.969181419268095, 1.8362480242006185, 4.435098933337837]","[1.0321594751483683, 0.9341950309980153, 1.6563938064226982, 0.30604133736676975, 0.7391831555563062]"
"['menteri', 'jokowi', 'payah']","[0.5, 0.5]","[1.8362480242006185, 4.435098933337837]","[0.9181240121003093, 2.2175494666689186]"
"['menteri', 'nya', 'jokowi', 'goblok', 'goblok', 'semuaaa']","[0.4, 0.2, 0.2, 0.2]","[7.1092475827643655, 1.8362480242006185, 4.435098933337837, 4.064725145040942]","[2.8436990331057466, 0.3672496048401237, 0.8870197866675675, 0.8129450290081884]"
"['menteri', 'nya', 'jokowi', 'under', 'capasity']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.8362480242006185, 4.435098933337837, 4.064725145040942]","[0.6120826747335395, 1.4783663111126124, 1.354908381680314]"
"['menteri', 'titip']",[1.0],[4.435098933337837],[4.435098933337837]
"['milu', 'ikut', 'inti', 'pilih', 'amanah', 'bang']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.41610040220442, 6.703782474656201, 6.703782474656201, 6.703782474656201, 6.0106352940962555, 4.7578723256008875]","[1.0693500670340699, 1.1172970791093668, 1.1172970791093668, 1.1172970791093668, 1.0017725490160425, 0.7929787209334812]"
"['milu', 'pilpres', 'kalah', 'telak', 'suka', 'rakyatmaka', 'tunggang', 'aksi', 'demo', 'aksi', 'makar', 'demo', 'beking', 'perintah', 'goyah', 'krn', 'dukung', 'mayoritas', 'rakyat']","[0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[7.1092475827643655, 4.470190253149108, 4.336658860524585, 6.19295685089021, 4.80666248977032, 6.703782474656201, 6.0106352940962555, 3.952247161614252, 6.703782474656201, 3.47166142303798, 5.40449949052594, 6.703782474656201]","[1.0156067975377665, 0.6385986075927296, 0.3097613471803275, 0.44235406077787215, 0.34333303498359424, 0.47884160533258574, 0.4293310924354468, 0.2823033686867323, 0.47884160533258574, 0.24797581593128426, 0.38603567789471, 0.47884160533258574]"
"['miris', 'lg', 'daerah', 'kandang', 'pa', 'wapres']","[0.2, 0.2, 0.2, 0.2, 0.2]","[5.722953221644475, 7.1092475827643655, 5.499809670330265, 6.0106352940962555, 7.1092475827643655]","[1.144590644328895, 1.4218495165528733, 1.0999619340660531, 1.2021270588192512, 1.4218495165528733]"
"['miskir', 'nama', 'dungu']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.0106352940962555, 6.703782474656201, 5.31748811353631]","[2.003545098032085, 2.2345941582187336, 1.7724960378454366]"
"['miskir', 'tua', '', 'mikir', 'kecuali', 'subsidi', '']","[0.2, 0.2, 0.2, 0.2, 0.2]","[6.41610040220442, 5.722953221644475, 6.703782474656201, 5.029806041084529, 6.19295685089021]","[1.2832200804408842, 1.144590644328895, 1.3407564949312403, 1.0059612082169058, 1.2385913701780422]"
"['mitigasi', 'dampak', 'inflasi', 'tingkat', 'desa', 'mitigasiinflasidesa']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.237445405862774, 5.40449949052594, 5.8564846142689975]","[1.7458151352875912, 1.8014998301753133, 1.9521615380896657]"
"['moga', 'allah', 'karomah', 'ganti']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.722953221644475, 5.0943445622221, 5.029806041084529]","[1.9076510738814916, 1.6981148540740334, 1.676602013694843]"
"['moga', 'indonesia', 'makmur', 'n', 'sejahtera', 'kalo', 'pertalite', 'harga', 'ribu', 'liter', 'tanggung', 'pakpertamax', 'biar', 'harga', 'segitu', 'ribu', 'konsumen', 'lari', 'pertamax', 'pak pokok', 'kuat', 'dg', 'harga', 'segitukalo', 'kuat', 'naikin', 'harga']","[0.047619047619047616, 0.047619047619047616, 0.19047619047619047, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.09523809523809523, 0.047619047619047616, 0.047619047619047616]","[5.605170185988092, 5.40449949052594, 3.5977021439333448, 3.7950615780918397, 4.58351893845611, 5.605170185988092, 6.41610040220442, 6.703782474656201, 5.029806041084529, 6.0106352940962555, 5.605170185988092, 7.1092475827643655, 5.8564846142689975, 6.19295685089021, 6.19295685089021, 6.19295685089021]","[0.2669128659994329, 0.2573571185964733, 0.6852765988444466, 0.18071721800437332, 0.2182628065931481, 0.5338257319988658, 0.30552859058116283, 0.3192277368883905, 0.23951457338497759, 0.2862207282902979, 0.2669128659994329, 0.33853559917925546, 0.2788802197270951, 0.5898054143704962, 0.2949027071852481, 0.2949027071852481]"
"['moga', 'jaman', 'jokowi', 'yg', 'mangkrak', 'jokowi', 'bersih', 'koropsi']","[0.14285714285714285, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[6.703782474656201, 5.40449949052594, 1.8362480242006185, 6.703782474656201, 5.029806041084529, 2.666596326274049]","[0.9576832106651715, 0.77207135578942, 0.5246422926287481, 0.9576832106651715, 0.7185437201549327, 0.3809423323248641]"
"['moga', 'telp', 'ehh', 'it', 'pinangki', 'kasi', 'masuk', 'penjara']","[0.2, 0.2, 0.2, 0.2, 0.2]","[7.1092475827643655, 7.1092475827643655, 5.8564846142689975, 5.029806041084529, 6.19295685089021]","[1.4218495165528733, 1.4218495165528733, 1.1712969228537995, 1.0059612082169058, 1.2385913701780422]"
"['moga', 'tenaga', 'honorer', 'ppnpn', 'tri', 'lembaga', 'perhati', '']","[0.25, 0.25, 0.25, 0.25]","[6.41610040220442, 5.029806041084529, 6.19295685089021, 5.163337433709052]","[1.604025100551105, 1.2574515102711323, 1.5482392127225526, 1.290834358427263]"
"['mohon', 'angkat', 'tukang', 'ngent', '', 'ot', 'anak', 'guru', 'kepsek', 'coba', 'buka', 'wajah', 'keluarga', 'laku', 'oemerkosa', 'anak', 'biar', 'rakyat', 'ajar', 'anak', 'ew', '', 'e', 'rame', 'gitu', 'aja', '']","[0.05555555555555555, 0.05555555555555555, 0.16666666666666666, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[3.8134107167600364, 5.605170185988092, 4.912023005428146, 6.0106352940962555, 5.605170185988092, 5.722953221644475, 5.163337433709052, 5.40449949052594, 7.1092475827643655, 5.8564846142689975, 4.80666248977032, 6.41610040220442, 3.47166142303798, 7.1092475827643655, 6.41610040220442, 7.1092475827643655]","[0.21185615093111312, 0.3113983436660051, 0.8186705009046911, 0.3339241830053475, 0.3113983436660051, 0.31794184564691524, 0.28685207965050286, 0.3002499716958856, 0.3949581990424647, 0.32536025634827764, 0.26703680498724, 0.35645002234469, 0.19287007905766554, 0.3949581990424647, 0.35645002234469, 0.3949581990424647]"
"['mohon', 'ijin', 'kalo', 'dpr', 'tolak', 'ruu', 'sita', 'aset', 'koruptor', 'koruptor', 'bebas', 'massal', 'berita', 'tangkap', 'curi', 'hp', 'digebukin', 'babak', 'bur', 'terima', 'kasih', 'jokowi', '']","[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.125, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[5.722953221644475, 5.8564846142689975, 6.0106352940962555, 5.40449949052594, 1.8362480242006185, 4.58351893845611, 5.40449949052594, 4.58351893845611, 7.1092475827643655, 6.41610040220442, 6.703782474656201, 6.41610040220442, 5.8564846142689975, 5.8564846142689975, 5.0943445622221]","[0.35768457635277967, 0.36603028839181234, 0.37566470588101597, 0.33778121815787127, 0.11476550151253866, 0.28646993365350687, 0.33778121815787127, 0.5729398673070137, 0.44432797392277285, 0.40100627513777626, 0.41898640466601256, 0.40100627513777626, 0.36603028839181234, 0.36603028839181234, 0.3183965351388813]"
"['monggo', 'terbit', 'perpu', '', 'negeri', 'darurat', 'korupsi']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[4.7578723256008875, 7.1092475827643655, 5.163337433709052]","[1.5859574418669624, 2.3697491942547884, 1.7211124779030174]"
"['morning', 'rakyat', 'jokowi', 'sy', 'bgn', 'pagi', 'tp', 'tidur', 'sampe', 'pagi']","[0.125, 0.25, 0.125, 0.125, 0.125, 0.125, 0.125]","[1.8362480242006185, 5.722953221644475, 3.47166142303798, 6.19295685089021, 6.703782474656201, 6.41610040220442, 6.0106352940962555]","[0.2295310030250773, 1.4307383054111187, 0.4339576778797475, 0.7741196063612763, 0.8379728093320251, 0.8020125502755525, 0.7513294117620319]"
"['mosok', 'siy', 'negara', 'ri', 'dgn', 'duduk', 'gede', 'jaga', 'privacy', 'data', 'warga', 'cc']","[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[6.0106352940962555, 5.605170185988092, 4.80666248977032, 6.703782474656201, 5.8564846142689975, 4.138833117194665, 5.237445405862774, 6.41610040220442]","[0.7513294117620319, 0.7006462732485115, 0.60083281122129, 0.8379728093320251, 0.7320605767836247, 0.5173541396493331, 0.6546806757328467, 0.8020125502755525]"
"['msh', 'timsus', 'bentuk', 'kapolri', 'moga', 'laku', 'bunuh', 'hukum', 'sesuai', 'peran']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[7.1092475827643655, 6.703782474656201, 4.544298225302828, 6.19295685089021, 4.80666248977032, 5.029806041084529, 7.1092475827643655, 6.703782474656201, 5.605170185988092]","[0.7899163980849294, 0.7448647194062445, 0.5049220250336476, 0.6881063167655789, 0.53407360997448, 0.558867337898281, 0.7899163980849294, 0.7448647194062445, 0.6227966873320102]"
