label,TF_UNIGRAM,IDF_UNIGRAM,TFIDF_UNIGRAM
"['mslhnya', 'beliau', 'bs', 'mikir', 'gk']","[0.25, 0.25, 0.25, 0.25]","[5.722953221644475, 6.0106352940962555, 5.31748811353631, 5.722953221644475]","[1.4307383054111187, 1.5026588235240639, 1.3293720283840775, 1.4307383054111187]"
"['mundur', '', 'batalkankenaikanbbm', 'jokowimundurataurevolusi', 'dukungseptemberbergerak']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[7.1092475827643655, 7.1092475827643655, 5.0943445622221]","[2.3697491942547884, 2.3697491942547884, 1.6981148540740334]"
"['mundurin', 'kalo', 'bisadari', 'koar', '', 'doangelu', 'jokowi', 'druuun', '']","[0.5, 0.5]","[1.8362480242006185, 4.58351893845611]","[0.9181240121003093, 2.291759469228055]"
"['murah', 'kopi', 'item', 'ngap', '', 'ngapain', 'bandingin', 'harga', 'pertalite', 'rokok', 'efek', 'naikin', 'harga', 'beda', 'pengaruh', 'fokus', '', 'ga', 'mikir', 'harga', 'efek', 'domino', 'bos', 'status', 'opo', 'seh', '', 'ra', 'ki', '', '', '']","[0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.1111111111111111, 0.05555555555555555, 0.05555555555555555, 0.16666666666666666, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[6.703782474656201, 5.722953221644475, 6.41610040220442, 6.703782474656201, 6.19295685089021, 3.973753366835216, 3.5977021439333448, 7.1092475827643655, 5.722953221644475, 6.0106352940962555, 6.0106352940962555, 7.1092475827643655, 5.605170185988092, 6.703782474656201, 6.703782474656201]","[0.3724323597031223, 0.31794184564691524, 0.35645002234469, 0.7448647194062445, 0.34405315838278944, 0.22076407593528977, 0.5996170239888907, 0.3949581990424647, 0.31794184564691524, 0.3339241830053475, 0.3339241830053475, 0.3949581990424647, 0.3113983436660051, 0.3724323597031223, 0.3724323597031223]"
"['muslim', 'ngaji', 'yg', 'bener', '']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[5.237445405862774, 7.1092475827643655, 2.666596326274049]","[1.7458151352875912, 2.3697491942547884, 0.8888654420913495]"
"['naif', 'aja', 'harap', 'aplg', 'dekat', 'jd', 'jgn', 'salah', 'klw', 'yg', 'bilang', 'gantung', 'pesan', 'wkt', 'presidenya', 'mantan', 'krn', 'rajin', 'intervensi', 'jd', 'bad', 'bed', 'sampe', 'blm', 'periksa', 'aja', 'udh', 'jd', 'sangka', 'skrg', 'ga', 'intervensi', 'ya', 'slow', 'motion']","[0.08, 0.04, 0.04, 0.04, 0.04, 0.04, 0.08, 0.12, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04]","[3.8134107167600364, 5.31748811353631, 5.605170185988092, 3.973753366835216, 6.41610040220442, 6.41610040220442, 6.0106352940962555, 4.969181419268095, 5.8564846142689975, 6.703782474656201, 4.80666248977032, 6.0106352940962555, 6.0106352940962555, 6.19295685089021, 7.1092475827643655, 5.029806041084529, 6.19295685089021, 6.0106352940962555, 5.722953221644475, 3.70805020110221, 2.666596326274049]","[0.3050728573408029, 0.2126995245414524, 0.22420680743952368, 0.15895013467340863, 0.25664401608817683, 0.25664401608817683, 0.4808508235277005, 0.5963017703121714, 0.2342593845707599, 0.26815129898624807, 0.1922664995908128, 0.24042541176385024, 0.24042541176385024, 0.24771827403560842, 0.2843699033105746, 0.20119224164338118, 0.24771827403560842, 0.24042541176385024, 0.228918128865779, 0.1483220080440884, 0.10666385305096196]"
"['naik', 'bbm', 'duga', 'selamat', 'proyek', 'infrastruktur', 'ikn', 'jokowi', 'tuntut', 'mundur', 'ambisi', 'politik', 'mercu', 'suar', 'ki', 'lurah', 'mosi', 'percaya', '', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul', '']","[0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.11764705882352941, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705, 0.058823529411764705]","[7.1092475827643655, 3.167665775094675, 6.19295685089021, 5.605170185988092, 6.703782474656201, 1.8362480242006185, 7.1092475827643655, 4.088822696620003, 7.1092475827643655, 5.0943445622221, 3.7593434954897607, 5.237445405862774, 4.912023005428146, 5.605170185988092, 5.163337433709052, 5.722953221644475]","[0.4181910342802568, 0.18633328088792206, 0.36429157946413004, 0.32971589329341716, 0.39434014556801184, 0.1080145896588599, 0.4181910342802568, 0.48103796430823564, 0.4181910342802568, 0.2996673271895353, 0.22113785267586827, 0.30808502387428083, 0.28894252973106743, 0.32971589329341716, 0.30372573139465014, 0.3366443071555573]"
"['naik', 'bbm', 'duga', 'selamat', 'proyek', 'infrastruktur', 'ikn', 'jokowi', 'tuntut', 'mundur', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.16666666666666666, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]","[3.167665775094675, 6.19295685089021, 5.605170185988092, 6.703782474656201, 1.8362480242006185, 4.088822696620003, 5.0943445622221, 3.7593434954897607, 5.605170185988092, 5.163337433709052, 5.722953221644475]","[0.26397214792455626, 0.5160797375741841, 0.46709751549900763, 0.5586485395546834, 0.15302066868338488, 0.6814704494366671, 0.42452871351850835, 0.3132786246241467, 0.46709751549900763, 0.43027811947575434, 0.4769127684703729]"
"['naik', 'harga', 'bbm', 'umum', 'jokowi', 'kemarin', 'tuai', 'respons', 'negatif', 'mayarakat', 'luas', 'tokoh', 'nasional', 'suara', 'naik', 'harga', 'bbm', 'makzulinlurahngibul', 'makzulinlurahngibul']","[0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.14285714285714285, 0.14285714285714285, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142, 0.07142857142857142]","[3.167665775094675, 3.5977021439333448, 1.8362480242006185, 6.0106352940962555, 4.088822696620003, 3.7593434954897607, 6.19295685089021, 7.1092475827643655, 6.0106352940962555, 6.41610040220442]","[0.4525236821563821, 0.513957449133335, 0.13116057315718702, 0.4293310924354468, 0.5841175280885719, 0.5370490707842515, 0.44235406077787215, 0.5078033987688833, 0.4293310924354468, 0.45829288587174427]"
"['naik', 'harga', 'bbm', 'x', 'dunia', 'krisis', 'bantu']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[5.31748811353631, 3.167665775094675, 4.912023005428146, 3.5977021439333448, 4.912023005428146, 3.7593434954897607]","[0.8862480189227183, 0.5279442958491125, 0.8186705009046911, 0.5996170239888907, 0.8186705009046911, 0.6265572492482934]"
"['naik', 'hny', 'siasat', 'jokowi', 'utk', 'cari', 'untung', 'dlm', 'minggu', 'raup', 'trilyunan', 'tambal', 'rugi', 'korupsi', 'dsb', 'negara', 'bbm', 'turun', 'harga', 'naik', 'jual', 'ayam', 'ambil', 'murah', 'jual', 'mahal', 'bel', 'rakyat']","[0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.08695652173913043, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216, 0.043478260869565216]","[6.19295685089021, 7.1092475827643655, 3.167665775094675, 5.237445405862774, 6.703782474656201, 3.5977021439333448, 6.41610040220442, 1.8362480242006185, 5.605170185988092, 4.7578723256008875, 6.41610040220442, 6.703782474656201, 6.0106352940962555, 3.7593434954897607, 4.138833117194665, 3.47166142303798, 7.1092475827643655, 6.703782474656201, 4.336658860524585, 6.41610040220442, 5.722953221644475]","[0.26925899351696564, 0.309097720989755, 0.13772459891715977, 0.22771501764620755, 0.2914688032459218, 0.15642183234492804, 0.2789608870523661, 0.07983687061741819, 0.48740610312939925, 0.2068640141565603, 0.2789608870523661, 0.2914688032459218, 0.26133196930853286, 0.32689943439041397, 0.17994926596498542, 0.1509418010016513, 0.309097720989755, 0.2914688032459218, 0.18855038524019935, 0.2789608870523661, 0.24882405311497716]"
"['naikin', 'aja', 'bbm']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3.8134107167600364, 3.167665775094675, 6.0106352940962555]","[1.2711369055866788, 1.055888591698225, 2.003545098032085]"
"['najis', '', 'lihat']",[1.0],[5.8564846142689975],[5.8564846142689975]
"['nama', 'lawan', 'politik', 'cari', 'salah', 'lawa', 'tuhan', 'tidur', 'angkat', 'yg', 'turun', 'kuat', 'apa', 'usaha', 'jatuh', 'jokowi', 'allah', 'tdk', 'tetapjokowi', 'jokowimaruf', 'jokowiperiode']","[0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555]","[5.722953221644475, 6.0106352940962555, 6.41610040220442, 5.237445405862774, 7.1092475827643655, 1.8362480242006185, 7.1092475827643655, 5.605170185988092, 6.703782474656201, 5.31748811353631, 4.912023005428146, 5.029806041084529, 4.470190253149108, 6.41610040220442, 6.703782474656201, 4.336658860524585, 5.8564846142689975, 2.666596326274049]","[0.31794184564691524, 0.3339241830053475, 0.35645002234469, 0.2909691892145985, 0.3949581990424647, 0.10201377912225658, 0.3949581990424647, 0.3113983436660051, 0.3724323597031223, 0.29541600630757275, 0.2728901669682303, 0.2794336689491405, 0.24834390295272818, 0.35645002234469, 0.3724323597031223, 0.2409254922513658, 0.32536025634827764, 0.14814424034855825]"
"['nama', 'yg', 'd', 'hina', 'kadrun', 'kenal', 'd', 'negeri', 'islam', 'arab', 'saudi', 'nama', 'ganti', 'rupiah', 'jokowi', 'yg', 'd', 'dusta', 'orang', 'kenang', 'sejarah', 'abad', 'dagang', 'd', 'arab', 'saudi', 'kadrun', 'setan', '']","[0.10526315789473684, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684, 0.05263157894736842, 0.10526315789473684, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.10526315789473684]","[7.802394763324311, 6.703782474656201, 5.8564846142689975, 5.0943445622221, 6.19295685089021, 1.8362480242006185, 5.31748811353631, 6.703782474656201, 5.31748811353631, 5.163337433709052, 4.0182051294060495, 7.1092475827643655, 5.8564846142689975, 6.41610040220442, 2.666596326274049]","[0.8213047119288748, 0.35283065656085266, 0.30823603232994723, 0.2681233980116895, 0.3259450974152742, 0.09664463285266413, 0.559735590898559, 0.35283065656085266, 0.559735590898559, 0.2717546017741606, 0.21148448049505522, 0.3741709254086508, 0.30823603232994723, 0.3376894948528642, 0.28069435013411037]"
"['nasi', 'bungkus', 'yg', 'takut', 'sm', 'baliho']","[0.25, 0.25, 0.25, 0.25]","[7.1092475827643655, 6.41610040220442, 5.722953221644475, 2.666596326274049]","[1.7773118956910914, 1.604025100551105, 1.4307383054111187, 0.6666490815685122]"
"['nawacita', 'dompleng', 'suara', 'janji', 'doang', 'udah', 'kaya', 'temen', 'ngajak', 'jalan', 'jalan']","[0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[6.19295685089021, 5.31748811353631, 4.969181419268095, 5.237445405862774, 6.0106352940962555, 5.31748811353631]","[0.8847081215557443, 1.5192823181532313, 0.7098830598954421, 0.7482064865518248, 0.8586621848708936, 0.7596411590766157]"
"['negara', 'dgn', 'gaji', 'beli', 'mobil', 'motor', 'ng', '', 'beda', 'indonesia', '', 'gaji', 'umr', 'penggangguran', 'kenyataanya', 'beli', 'mobil', 'motor', '', 'hayo', 'lgi', 'yg', 'lu', 'bandingin', '', 'tetep', 'murah', 'indonesia', '', 'krn', 'penggangguran', 'aja', 'beli', 'bbm']","[0.04, 0.04, 0.04, 0.04, 0.12, 0.04, 0.08, 0.08, 0.04, 0.04, 0.08, 0.08, 0.04, 0.04, 0.08, 0.04, 0.04, 0.04]","[3.8134107167600364, 6.703782474656201, 3.167665775094675, 5.722953221644475, 5.605170185988092, 4.80666248977032, 6.0106352940962555, 3.7950615780918397, 4.80666248977032, 5.499809670330265, 6.41610040220442, 6.703782474656201, 6.0106352940962555, 4.138833117194665, 7.802394763324311, 6.703782474656201, 6.703782474656201, 2.666596326274049]","[0.15253642867040146, 0.26815129898624807, 0.126706631003787, 0.228918128865779, 0.672620422318571, 0.1922664995908128, 0.4808508235277005, 0.3036049262473472, 0.1922664995908128, 0.2199923868132106, 0.5132880321763537, 0.5363025979724961, 0.24042541176385024, 0.16555332468778658, 0.6241915810659449, 0.26815129898624807, 0.26815129898624807, 0.10666385305096196]"
"['negara', 'maju', 'pilih', 'jokowi', '', 'orang', 'ngantukan', 'th']","[0.2, 0.2, 0.2, 0.2, 0.2]","[1.8362480242006185, 6.0106352940962555, 4.138833117194665, 4.0182051294060495, 4.7578723256008875]","[0.3672496048401237, 1.2021270588192512, 0.8277666234389329, 0.8036410258812099, 0.9515744651201775]"
"['negara', 'mending', 'lu', 'jagain', 'bansos', 'gak', 'korup', 'lupa', 'senyum', 'gaes']","[0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111, 0.1111111111111111]","[5.40449949052594, 6.703782474656201, 4.064725145040942, 7.1092475827643655, 5.722953221644475, 5.499809670330265, 5.8564846142689975, 6.19295685089021, 4.138833117194665]","[0.6004999433917712, 0.7448647194062445, 0.4516361272267713, 0.7899163980849294, 0.6358836912938305, 0.6110899633700294, 0.6507205126965553, 0.6881063167655789, 0.4598703463549627]"
"['negara', 'sungguh', 'hebat', 'periode', 'rakyat', 'dukung']","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[4.336658860524585, 5.40449949052594, 4.138833117194665, 4.624340932976365, 3.47166142303798, 6.19295685089021]","[0.7227764767540974, 0.9007499150876567, 0.6898055195324441, 0.7707234888293941, 0.5786102371729966, 1.0321594751483683]"
"['negeri', 'penuh', 'zoliman', 'periode', 'jokowi']","[0.25, 0.25, 0.25, 0.25]","[1.8362480242006185, 5.163337433709052, 6.41610040220442, 4.624340932976365]","[0.4590620060501546, 1.290834358427263, 1.604025100551105, 1.1560852332440912]"
"['negri', 'ancooor', '']",[1.0],[6.0106352940962555],[6.0106352940962555]
"['negri', 'yg', 'pimpin', 'miskir', 'krn', 'mmg', 'kapasitas', 'otak', 'batas', 'dn', 'it', 'jg', 'periode', 'klo', 'bs', 'umur', 'hidup', 'kacau', 'pikir']","[0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842, 0.05263157894736842]","[6.41610040220442, 6.0106352940962555, 6.41610040220442, 4.7578723256008875, 7.1092475827643655, 5.605170185988092, 7.1092475827643655, 6.703782474656201, 4.912023005428146, 4.80666248977032, 6.703782474656201, 6.41610040220442, 6.0106352940962555, 5.163337433709052, 4.624340932976365, 4.969181419268095, 5.029806041084529, 5.8564846142689975, 2.666596326274049]","[0.3376894948528642, 0.31634922600506604, 0.3376894948528642, 0.2504143329263625, 0.3741709254086508, 0.295008957157268, 0.3741709254086508, 0.35283065656085266, 0.25852752660148137, 0.25298223630370104, 0.35283065656085266, 0.3376894948528642, 0.31634922600506604, 0.2717546017741606, 0.24338636489349286, 0.261535864172005, 0.264726633741291, 0.30823603232994723, 0.14034717506705519]"
"['nemu', 'akun', 'jokowi', 'akun', 'mabok', 'kecubung', 'bebal', 'tiada', 'tara', '']","[0.3333333333333333, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666]","[6.41610040220442, 1.8362480242006185, 7.1092475827643655, 6.703782474656201, 6.703782474656201]","[2.1387001340681397, 0.30604133736676975, 1.1848745971273942, 1.1172970791093668, 1.1172970791093668]"
"['nga', 'beres', 'menteri', 'jokowi', 'statemennya']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.8362480242006185, 4.435098933337837, 7.1092475827643655]","[0.6120826747335395, 1.4783663111126124, 2.3697491942547884]"
"['ngangkat', 'menteri', 'atur', 'hasil']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.19295685089021, 5.163337433709052, 4.435098933337837]","[2.0643189502967365, 1.7211124779030174, 1.4783663111126124]"
"['ngapain', 'milu', 'periode']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.0106352940962555, 7.1092475827643655, 4.624340932976365]","[2.003545098032085, 2.3697491942547884, 1.5414469776587882]"
['ngarti'],[1.0],[7.1092475827643655],[7.1092475827643655]
"['ngatain', 'periode', 'gagal', 'besaaar']","[0.5, 0.5]","[6.41610040220442, 4.624340932976365]","[3.20805020110221, 2.3121704664881824]"
"['ngelihat', 'tua', 'bocah', 'main', '', 'ya', 'bocah']","[0.4, 0.2, 0.2, 0.2]","[7.1092475827643655, 5.499809670330265, 6.19295685089021, 3.70805020110221]","[2.8436990331057466, 1.0999619340660531, 1.2385913701780422, 0.7416100402204421]"
"['ngga', 'minat', 'ganti', 'menteri', 'ganti', 'ancur', 'kemenpan', 'rb', 'gpp', '', '']","[0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[7.1092475827643655, 5.0943445622221, 6.703782474656201, 4.435098933337837, 5.8564846142689975, 5.40449949052594]","[1.0156067975377665, 1.4555270177777428, 0.9576832106651715, 0.6335855619054053, 0.8366406591812853, 0.77207135578942]"
"['ngga', 'orang', 'kompeten', 'kah', 'menteri', 'masalah', 'asusila', '']","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285]","[7.1092475827643655, 7.1092475827643655, 6.41610040220442, 6.703782474656201, 4.435098933337837, 5.8564846142689975, 4.0182051294060495]","[1.0156067975377665, 1.0156067975377665, 0.9165857717434885, 0.9576832106651715, 0.6335855619054053, 0.8366406591812853, 0.5740293042008642]"
"['ngga', 'orang', 'negeri', 'menterimesum']","[0.25, 0.25, 0.25, 0.25]","[6.41610040220442, 5.163337433709052, 5.8564846142689975, 4.0182051294060495]","[1.604025100551105, 1.290834358427263, 1.4641211535672494, 1.0045512823515124]"
"['ngomongin', 'lg', 'kaaannn', '', '', '']",[1.0],[5.499809670330265],[5.499809670330265]
"['nih', 'biang']",[1.0],[5.237445405862774],[5.237445405862774]
"['njir', 'miliyar', 'dollar', 'tara', 'dg', 'triliun', 'rupiah', '']","[0.25, 0.25, 0.25, 0.25]","[5.40449949052594, 7.1092475827643655, 6.703782474656201, 5.8564846142689975]","[1.351124872631485, 1.7773118956910914, 1.6759456186640502, 1.4641211535672494]"
