label,tweet
"['keren', 'ya', 'jokowi', 'mba', 'nana', 'jargon', 'cebong', 'koruptor', 'musnah', 'tangan', 'jokowi', 'musnah', 'yg', 'musnah', 'hukum', 'koruptor', '', 'presiden', 'yg', 'aku', 'presiden', 'aja', 'parah', 'tangan', 'korupsi']",keren ya jokowi mba nana jargon cebong koruptor musnah tangan jokowi musnah yg musnah hukum koruptor presiden yg aku presiden aja parah tangan korupsi
"['kerja', 'keras', 'indonesia', 'maju', 'follow', 'me', '', '', '', '', '', '', 'jokowi', 'indonesiaviral', 'indonesiacantik', 'indonesiabangkit', 'indonesiapulihlebihcepat', 'indonesiadamai']",kerja keras indonesia maju follow me jokowi indonesiaviral indonesiacantik indonesiabangkit indonesiapulihlebihcepat indonesiadamai
"['ketawa', 'baca', '', '', '', '', '']",ketawa baca
"['ketidakpastian', 'hukum', '', 'kabar', 'koruptor', 'bebas', 'syarat']",ketidakpastian hukum kabar koruptor bebas syarat
"['kl', 'jokowi', 'lanjut', 'program', 'kibul', 'jagat', '', '', '']",kl jokowi lanjut program kibul jagat
"['klaim', 'kubu', 'nya', 'seh', 'udah', 'kagak', 'kaget', 'ane', 'tweet', 'ane', 'bener', 'salah', 'nya', 'mana', 'baris', 'sakit', 'hati', 'yg', 'tunggang', 'isu', 'teriak', 'jokowi', 'mulu', '', '', '']",klaim kubu nya seh udah kagak kaget ane tweet ane bener salah nya mana baris sakit hati yg tunggang isu teriak jokowi mulu
"['klaim', 'kubu', 'nya', 'seh', 'udah', 'kagak', 'kaget', 'ane', 'tweet', 'ane', 'bener', 'salah', 'nya', 'mana', 'baris', 'sakit', 'hati', 'yg', 'tunggang', 'isu', 'teriak', 'jokowi', 'mulu', '', 'raih', 'kuasa', 'tdk', 'sesuai', 'kla', 'elo', '']",klaim kubu nya seh udah kagak kaget ane tweet ane bener salah nya mana baris sakit hati yg tunggang isu teriak jokowi mulu raih kuasa tdk sesuai kla elo
"['klo', 'parah', 'cuman', 'jadi', 'bahan', 'citra', 'presiden', 'kendali', 'org', 'buruk', 'ada']",klo parah cuman jadi bahan citra presiden kendali org buruk ada
"['klo', 'pdip', 'jg', 'ajar', 'matematika', 'sejarah', 'yg', 'naik', 'harga', 'bbm']",klo pdip jg ajar matematika sejarah yg naik harga bbm
"['klw', 'presiden', 'yg', 'rakyat', 'klw', 'jokowi', 'gak', 'anda', 'sobat', 'bangun', 'yg', 'lanjut', 'mari', 'dukung', 'jokowi', 'jokowiperiode', 'jokowimarufamin']",klw presiden yg rakyat klw jokowi gak anda sobat bangun yg lanjut mari dukung jokowi jokowiperiode jokowimarufamin
"['koalisi', 'desak', 'jokowi', 'dukung', 'lidi', 'pro', 'justitia', 'munir']",koalisi desak jokowi dukung lidi pro justitia munir
['kodok'],kodok
"['kolaborasi', 'menteri', 'tingkat', 'wira', 'usaha', 'penuh', 'tatget', 'presiden', 'jokowi', 'bangkitbersamaet', 'erickthohir', 'erickthohirpresidenindonesia']",kolaborasi menteri tingkat wira usaha penuh tatget presiden jokowi bangkitbersamaet erickthohir erickthohirpresidenindonesia
"['kolaborasi', 'tri', 'tingkat', 'wirausaha', 'erick', 'thohir', 'penuh', 'target', 'presiden', 'jokowi', 'bangkitbersamaet']",kolaborasi tri tingkat wirausaha erick thohir penuh target presiden jokowi bangkitbersamaet
"['komen', 'ga', 'yg', 'baca']",komen ga yg baca
['kontol'],kontol
"['koq', 'logika', 'ya', '', 'iya', 'orang', 'santun', 'soleh', 'teman', 'begal', 'rampok', '', '', '']",koq logika ya iya orang santun soleh teman begal rampok
"['korupsi', 'extraordinary', 'crime']",korupsi extraordinary crime
"['korupsi', 'ok', 'ya', 'tidur']",korupsi ok ya tidur
"['koruptor', 'nya', 'bebas', 'tri', 'nya', 'korup', 'polisi', 'jatuh', 'ikan', 'nya', 'curi', 'hasil', 'alam', 'nya', 'sedot', 'usaha', 'asing', 'tka', 'nya', 'masuk', 'bbm', 'migor', 'aja', 'kewalahan', '', 'buzzer', 'jokowi', '']",koruptor nya bebas tri nya korup polisi jatuh ikan nya curi hasil alam nya sedot usaha asing tka nya masuk bbm migor aja kewalahan buzzer jokowi
"['kpk', 'becanda', 'rakyat', 'marah', 'rakyat', 'sdh', 'tdk', 'ajak', 'becanda', 'kpk', 'blingsatan']",kpk becanda rakyat marah rakyat sdh tdk ajak becanda kpk blingsatan
"['kpk', 'main', 'petak', 'umpet']",kpk main petak umpet
"['kpn', 'jokowi', 'panggil', 'kpk', 'kait', 'kk', 'ereta', 'ceoat', 'bandung', 'jakarta']",kpn jokowi panggil kpk kait kk ereta ceoat bandung jakarta
"['krn', 'jokowi', 'sedia', 'test', 'pcr', 'team', 'russia', 'sblm', 'ketemu', 'putin', 'bundeskanzler', 'scholz', 'test', 'pcr', 'team', 'russia', 'dg', 'test', 'federal', 'jerman', 'jg', 'dg', 'macron', 'putin', 'ambil', 'tindak', 'jaga', 'jarak']",krn jokowi sedia test pcr team russia sblm ketemu putin bundeskanzler scholz test pcr team russia dg test federal jerman jg dg macron putin ambil tindak jaga jarak
"['krn', 'rezim', 'yg', 'manja']",krn rezim yg manja
"['kualitas', 'jabat', 'nkri', '', 'rezim', 'jokowi']",kualitas jabat nkri rezim jokowi
"['kualitas', 'kpk', 'gmn', 'hasil', 'pansel', 'pilih', 'jokowi', 'bro', 'logika', 'sederhana', 'aja', 'pansel', 'pilih', 'orang', 'kaya', 'firli', 'dpr', 'ya', 'auto', 'pilih']",kualitas kpk gmn hasil pansel pilih jokowi bro logika sederhana aja pansel pilih orang kaya firli dpr ya auto pilih
"['kuasa', 'blt', 'power', 'dahsyat', 'kasih', 'blt', 'kasih', 'duit', 'jokowi', 'jokowi', 'rajin', 'blt', 'bansos', 'duit', 'hasil', 'nyekik', 'rakyat', 'makzulkanjokowisecepatnya', 'makzulkanjokowisecepatnya']",kuasa blt power dahsyat kasih blt kasih duit jokowi jokowi rajin blt bansos duit hasil nyekik rakyat makzulkanjokowisecepatnya makzulkanjokowisecepatnya
"['', '', 'kudu', 'uya', 'kuya', 'coba']",kudu uya kuya coba
"['kumplit', 'bngt', 'jajar', '', 'yg', 'sibuk', 'ngurusin', 'partai', 'timbang', 'rakyat', 'yg', 'model', '', 'hisab', 'kelak', 'berat', 'bngt', '']",kumplit bngt jajar yg sibuk ngurusin partai timbang rakyat yg model hisab kelak berat bngt
"['kunjung', 'kerja', 'ikut', 'rangkai', 'test', 'rekruitment', 'nyata', 'lolos', 'tes']",kunjung kerja ikut rangkai test rekruitment nyata lolos tes
"['kunjung', 'website', 'resmi', 'solidaritas', 'ulama', 'muda', 'jokowi']",kunjung website resmi solidaritas ulama muda jokowi
"['kurang', 'orang', 'akhlak', 'adab', 'cerdas', 'bijaksana', 'beril', 'orang', 'track', 'asusila', 'partai', 'selamat', 'hancur', 'hancur', 'hancur', 'allah', 'swt', 'balas']",kurang orang akhlak adab cerdas bijaksana beril orang track asusila partai selamat hancur hancur hancur allah swt balas
"['kyk', 'kacang', 'lupa', 'kulit', 'nih', 'si', 'demontrans', 'papua', 'bohir', 'yg', 'pesan']",kyk kacang lupa kulit nih si demontrans papua bohir yg pesan
"['laku', 'iku', 'lo', 'e']",laku iku lo e
"['laku', 'kacung', 'manusia', 'gurun']",laku kacung manusia gurun
"['laku', 'kacung', 'manusia', 'gurun', 'agama', 'biadab']",laku kacung manusia gurun agama biadab
"['laku', 'partai', 'demokrst', 'sungguh', 'jijik', 'adab', 'moral', 'tutup', 'berita', 'korupsi', 'besar', 'indonesia', 'mbacotin', 'naik', 'bbm']",laku partai demokrst sungguh jijik adab moral tutup berita korupsi besar indonesia mbacotin naik bbm
"['laku', '', 'pimpin', 'yg', 'gak', 'dengar', 'aspirasi', 'masyarakat', 'langsung', '', 'dengar', 'bisik', 'bisik', '']",laku pimpin yg gak dengar aspirasi masyarakat langsung dengar bisik bisik
"['laku', 'tindak', 'pidana', 'lingkar', 'jokowi', 'selamat', 'pagi']",laku tindak pidana lingkar jokowi selamat pagi
"['lambe', 'waras', 'partai', 'partai', 'koalisi', 'jokowi', 'dukung', 'naik', 'harga', 'bbm', 'hadap', 'adil', 'rakyat']",lambe waras partai partai koalisi jokowi dukung naik harga bbm hadap adil rakyat
"['lanjut', '', '', '', 'cc']",lanjut cc
"['lanjut', 'periode', 'jokowi']",lanjut periode jokowi
"['larang', 'ekspor', 'bijih', 'nikel', 'jokowi', 'januari', 'tetap', 'atur', 'menteri', 'esdm', 'nomor']",larang ekspor bijih nikel jokowi januari tetap atur menteri esdm nomor
"['layan', 'jokowi', '', 'peace']",layan jokowi peace
"['lebih', 'presiden', 'jokowi']",lebih presiden jokowi
"['ledekin', 'rakyat', '', '', '', 'gak', 'ganti', 'paham', '']",ledekin rakyat gak ganti paham
"['legowo', 'mata', 'loe', 'soek', '']",legowo mata loe soek
"['lg', 'ya', 'isi', 'lg', 'carut', 'marut', 'lg', 'pesta', 'ultah', 'rakyat', 'turun', 'jalan', 'rakyat', 'miskin', 'terima', 'bantu', 'byk', 'yg', 'sasar', 'eh', 'perdana', 'tri', 'sll', 'tahan', 'dgn', 'statement', 'ignorannya', 'presiden', 'adem', 'ayem', 'aja', 'ya', 'gusti']",lg ya isi lg carut marut lg pesta ultah rakyat turun jalan rakyat miskin terima bantu byk yg sasar eh perdana tri sll tahan dgn statement ignorannya presiden adem ayem aja ya gusti
"['lha', 'bekas', 'napi', 'komut', 'bumn', '', '']",lha bekas napi komut bumn
"['lha', 'dah', 'kasih', 'tau', 'orang', 'jk', 'jokowi', 'gak', 'kapasitas', 'jd', 'presiden', 'yg', 'ambil', 'untung', 'nikmat', 'musibah', 'rusak', 'bangsa']",lha dah kasih tau orang jk jokowi gak kapasitas jd presiden yg ambil untung nikmat musibah rusak bangsa
"['lha', 'mahasiswa', 'ketemu', 'jokowi', 'aja', 'ketemu', '', 'kabur', 'mulu', '', 'otw', 'emang', 'jokowi', 'ngerti', 'bahasa', 'rusia', '']",lha mahasiswa ketemu jokowi aja ketemu kabur mulu otw emang jokowi ngerti bahasa rusia
"['lho', 'keri']",lho keri
"['liat', 'iblis', 'liat', 'aja', 'benci', 'jokowi', '']",liat iblis liat aja benci jokowi
"['liat', 'setan', 'liat', 'aja', 'benci', 'jokowi', '']",liat setan liat aja benci jokowi
"['lindung', 'hukum', 'intervensi', 'parah', 'presidensial', 'citarasa', 'mafia']",lindung hukum intervensi parah presidensial citarasa mafia
"['', 'lo', 'jokowi', 'percaya', 'tahayul', 'lo', 'ikutin', '', '', 'jokowi', 'ga', 'berani', 'masuk', 'kota', 'diri', 'lo', 'ikutin', '', 'manusia', 'takut', 'kota', '', 'takut', 'tiang', 'listrik', '', 'goblox', 'kuadrat', 'ya', 'lo', '', '', 'bayar', 'goblox', '', '']",lo jokowi percaya tahayul lo ikutin jokowi ga berani masuk kota diri lo ikutin manusia takut kota takut tiang listrik goblox kuadrat ya lo bayar goblox
"['loe', 'yg', 'tolol']",loe yg tolol
"['loh', 'alas', 'jokowi', 'pilih', 'azwar', 'anas', 'menpan-rb']",loh alas jokowi pilih azwar anas menpan-rb
"['loh', '', 'medsod', 'yg', 'blng', 'onta', '', '', 'pret', '', 'pret', '']",loh medsod yg blng onta pret pret
"['lolos', '', 'habis', 'gak', 'gubernur', 'tangkap', '', 'jokowi', 'sabar', 'tunggu', '']",lolos habis gak gubernur tangkap jokowi sabar tunggu
"['', 'lonceng', 'mati', 'rejim', 'jokowi', 'suka', 'bener', 'lu', 'hut', 'eh', 'ping']",lonceng mati rejim jokowi suka bener lu hut eh ping
"['luhut', 'puji', 'jokowi', 'naik', 'harga', 'bbm', 'hebat']",luhut puji jokowi naik harga bbm hebat
"['luhut', 'puji', 'jokowi', 'naik', 'harga', 'bbm', 'hebat', 'hebat', '', '', 'penasaran', 'aja', 'yg', 'nih', 'org', 'rezim', 'runtuh', '', 'makzulinlurahngibul', 'makzulinlurahngibul', '']",luhut puji jokowi naik harga bbm hebat hebat penasaran aja yg nih org rezim runtuh makzulinlurahngibul makzulinlurahngibul
"['luhut', 'puji', 'jokowi', 'naik', 'harga', 'bbm', 'hebat', 'sindir', 'unjuk', 'naik', 'bbm', 'rz', 'm', 'g', 'jlas', '', '']",luhut puji jokowi naik harga bbm hebat sindir unjuk naik bbm rz m g jlas
"['m', 'dyaro', 'wae', 'klw', 'gitu', '']",m dyaro wae klw gitu
"['maaf', 'jokowi', 'tau', 'beliau', 'jawa', 'timur']",maaf jokowi tau beliau jawa timur
"['mafia', 'vs', 'tni', 'rakyat']",mafia vs tni rakyat
"['mahal', 'bbm', 'berat', 'hidup', '', 'apalg', 'yg', 'bini', '', 'berattt', '', 'perintah', 'zalim', '', 'gimana', 'nambah', 'jd', 'kalo', 'udh', 'ky', 'gin', '', 'turun', 'jokowi', '']",mahal bbm berat hidup apalg yg bini berattt perintah zalim gimana nambah jd kalo udh ky gin turun jokowi
"['mahasiswa', 'sumut', 'demo', 'tolak', 'bbm', 'jokowi', 'khianat', 'rakyat', 'makzulinlurahngibul', 'makzulinlurahngibul']",mahasiswa sumut demo tolak bbm jokowi khianat rakyat makzulinlurahngibul makzulinlurahngibul
['makassar'],makassar
"['maklum', 'lembaga', 'politik', 'hukum', 'yg', 'acu', 'politrick', '']",maklum lembaga politik hukum yg acu politrick
"['maklum', 'presiden', 'ngerti', 'doraemon', 'sinchan', 'sisa', 'ya', 'yntkts', 'apes', 'milih', 'orang', 'bodoh', 'oportunis', 'utk', 'mmbantu', 'perintah', 'speechless', 'dah']",maklum presiden ngerti doraemon sinchan sisa ya yntkts apes milih orang bodoh oportunis utk mmbantu perintah speechless dah
"['maksa', 'paksa', 'mundur', 'makzulkanlurahngibul', 'makzulkanlurahngibul', 'jokowi', 'ikn', 'tetap', 'proyek', 'strategis', 'nasional']",maksa paksa mundur makzulkanlurahngibul makzulkanlurahngibul jokowi ikn tetap proyek strategis nasional
"['maksud', 'teh', '']",maksud teh
"['mampus', 'aja', 'luh', 'ama', 'keluarga', 'luh', '', '', '']",mampus aja luh ama keluarga luh
"['', '', '', 'mana', '', '', '', 'peristiwa', '', '', '', 'temu', 'demo', '', 'sebut', '', '', '', '']",mana peristiwa temu demo sebut
"['mandalika', '', 'asi', 'games', '', 'dll', 'jokowi', 'periksa', '', 'kpk', 'jgn', 'kek', 'kontol', 'kuasa', '', 'periksa', 'formula', 'e']",mandalika asi games dll jokowi periksa kpk jgn kek kontol kuasa periksa formula e
"['mane', 'jalan', 'nya']",mane jalan nya
"['', 'mang', 'dah', 'partai', 'gak', 'yg', 'ngalahin', 'yg', 'gak', 'viral', 'gak', 'dijadiin', 'jabat', '', 'mantan', 'napi', 'aja', 'komut']",mang dah partai gak yg ngalahin yg gak viral gak dijadiin jabat mantan napi aja komut
"['mantaaap', 'hakim', 'nya', 'gak', 'sense', 'of', 'public', 'hakim', 'wakil', 'tuhan']",mantaaap hakim nya gak sense of public hakim wakil tuhan
"['mantan', 'tum', 'apkasi', 'resmi', 'lantik', 'presiden', 'jokowi', 'menpan', 'rb']",mantan tum apkasi resmi lantik presiden jokowi menpan rb
"['mantap', 'dhe', 'fasikh', 'bhs', 'ingglisnya', '', 'keren', 'cocok', 'periode']",mantap dhe fasikh bhs ingglisnya keren cocok periode
"['manuver', 'jokowi', 'bawa', 'anies', 'baswedan', 'roket', 'suara', 'dukung', 'puan', 'ganjar', 'prabowo', 'rontok']",manuver jokowi bawa anies baswedan roket suara dukung puan ganjar prabowo rontok
"['mas', 'berani']",mas berani
"['materi', 'bagus', 'manusia', 'ukur', 'bgini', 'jahan', 'lupa', 'trias', 'politica', 'kaji']",materi bagus manusia ukur bgini jahan lupa trias politica kaji
"['mati', 'dlu', 'yah', 'rocky', 'kawal', 'indonesia', 'tumbuh']",mati dlu yah rocky kawal indonesia tumbuh
"['mati', 'jokowi', 'jajah', 'bukti', 'hukum', 'syar', 'at', 'orang', 'jawa', 'nyali', 'tempe', 'yg', 'hidup', 'kaga', 'moral', 'rusak', 'hidup', 'wilayah', 'kampung', 'malu', 'wali', 'songgo', 'ahlak', 'ter', 'ceng', 'hoo', 'turun', 'tumbal', 'leny', 'bukti', 'hery', 'kelapa', 'bukti']",mati jokowi jajah bukti hukum syar at orang jawa nyali tempe yg hidup kaga moral rusak hidup wilayah kampung malu wali songgo ahlak ter ceng hoo turun tumbal leny bukti hery kelapa bukti
"['medsos', 'jokowi', 'liat', 'komen', 'rakyat', 'ga', 'respeck', 'komennya', 'lg', 'thn', 'jabat', 'kayak', 'kesan', 'senang', 'nih']",medsos jokowi liat komen rakyat ga respeck komennya lg thn jabat kayak kesan senang nih
"['mendikjek', 'buka', 'lapang', 'kerja', 'driver', 'ojek', '', 'timang', 'darah', 'sedot', '', '']",mendikjek buka lapang kerja driver ojek timang darah sedot
"['mending', 'lu', 'jagain', 'bansos', 'gak', 'korup', 'teriak', 'teriak', 'pancasila', 'gak', 'lupa', 'senyum', 'gaes']",mending lu jagain bansos gak korup teriak teriak pancasila gak lupa senyum gaes
"['mending', 'program', 'jokowi', 'ahok']",mending program jokowi ahok
"['menhan', 'prabowo', 'silaturahmi', 'presiden', 'jokowi', 'keluarga', 'yogya', 'ajak', 'anak', 'wayang']",menhan prabowo silaturahmi presiden jokowi keluarga yogya ajak anak wayang
"['menteri', 'banyakin', 'indonesia', 'rakyat', 'sengsara']",menteri banyakin indonesia rakyat sengsara
"['menteri', 'jd', 'bodoh', 'jd', 'bawah', 'jokowi']",menteri jd bodoh jd bawah jokowi
"['menteri', 'jokowi', 'payah']",menteri jokowi payah
"['menteri', 'nya', 'jokowi', 'goblok', 'goblok', 'semuaaa']",menteri nya jokowi goblok goblok semuaaa
"['menteri', 'nya', 'jokowi', 'under', 'capasity']",menteri nya jokowi under capasity
"['menteri', 'titip']",menteri titip
"['milu', 'ikut', 'inti', 'pilih', 'amanah', 'bang']",milu ikut inti pilih amanah bang
"['milu', 'pilpres', 'kalah', 'telak', 'suka', 'rakyatmaka', 'tunggang', 'aksi', 'demo', 'aksi', 'makar', 'demo', 'beking', 'perintah', 'goyah', 'krn', 'dukung', 'mayoritas', 'rakyat']",milu pilpres kalah telak suka rakyatmaka tunggang aksi demo aksi makar demo beking perintah goyah krn dukung mayoritas rakyat
"['miris', 'lg', 'daerah', 'kandang', 'pa', 'wapres']",miris lg daerah kandang pa wapres
"['miskir', 'nama', 'dungu']",miskir nama dungu
"['miskir', 'tua', '', 'mikir', 'kecuali', 'subsidi', '']",miskir tua mikir kecuali subsidi
"['mitigasi', 'dampak', 'inflasi', 'tingkat', 'desa', 'mitigasiinflasidesa']",mitigasi dampak inflasi tingkat desa mitigasiinflasidesa
"['moga', 'allah', 'karomah', 'ganti']",moga allah karomah ganti
"['moga', 'indonesia', 'makmur', 'n', 'sejahtera', 'kalo', 'pertalite', 'harga', 'ribu', 'liter', 'tanggung', 'pakpertamax', 'biar', 'harga', 'segitu', 'ribu', 'konsumen', 'lari', 'pertamax', 'pak pokok', 'kuat', 'dg', 'harga', 'segitukalo', 'kuat', 'naikin', 'harga']",moga indonesia makmur n sejahtera kalo pertalite harga ribu liter tanggung pakpertamax biar harga segitu ribu konsumen lari pertamax pak pokok kuat dg harga segitukalo kuat naikin harga
"['moga', 'jaman', 'jokowi', 'yg', 'mangkrak', 'jokowi', 'bersih', 'koropsi']",moga jaman jokowi yg mangkrak jokowi bersih koropsi
"['moga', 'telp', 'ehh', 'it', 'pinangki', 'kasi', 'masuk', 'penjara']",moga telp ehh it pinangki kasi masuk penjara
"['moga', 'tenaga', 'honorer', 'ppnpn', 'tri', 'lembaga', 'perhati', '']",moga tenaga honorer ppnpn tri lembaga perhati
"['mohon', 'angkat', 'tukang', 'ngent', '', 'ot', 'anak', 'guru', 'kepsek', 'coba', 'buka', 'wajah', 'keluarga', 'laku', 'oemerkosa', 'anak', 'biar', 'rakyat', 'ajar', 'anak', 'ew', '', 'e', 'rame', 'gitu', 'aja', '']",mohon angkat tukang ngent ot anak guru kepsek coba buka wajah keluarga laku oemerkosa anak biar rakyat ajar anak ew e rame gitu aja
"['mohon', 'ijin', 'kalo', 'dpr', 'tolak', 'ruu', 'sita', 'aset', 'koruptor', 'koruptor', 'bebas', 'massal', 'berita', 'tangkap', 'curi', 'hp', 'digebukin', 'babak', 'bur', 'terima', 'kasih', 'jokowi', '']",mohon ijin kalo dpr tolak ruu sita aset koruptor koruptor bebas massal berita tangkap curi hp digebukin babak bur terima kasih jokowi
"['monggo', 'terbit', 'perpu', '', 'negeri', 'darurat', 'korupsi']",monggo terbit perpu negeri darurat korupsi
"['morning', 'rakyat', 'jokowi', 'sy', 'bgn', 'pagi', 'tp', 'tidur', 'sampe', 'pagi']",morning rakyat jokowi sy bgn pagi tp tidur sampe pagi
"['mosok', 'siy', 'negara', 'ri', 'dgn', 'duduk', 'gede', 'jaga', 'privacy', 'data', 'warga', 'cc']",mosok siy negara ri dgn duduk gede jaga privacy data warga cc
"['msh', 'timsus', 'bentuk', 'kapolri', 'moga', 'laku', 'bunuh', 'hukum', 'sesuai', 'peran']",msh timsus bentuk kapolri moga laku bunuh hukum sesuai peran
"['mslhnya', 'beliau', 'bs', 'mikir', 'gk']",mslhnya beliau bs mikir gk
"['mundur', '', 'batalkankenaikanbbm', 'jokowimundurataurevolusi', 'dukungseptemberbergerak']",mundur batalkankenaikanbbm jokowimundurataurevolusi dukungseptemberbergerak
"['mundurin', 'kalo', 'bisadari', 'koar', '', 'doangelu', 'jokowi', 'druuun', '']",mundurin kalo bisadari koar doangelu jokowi druuun
"['murah', 'kopi', 'item', 'ngap', '', 'ngapain', 'bandingin', 'harga', 'pertalite', 'rokok', 'efek', 'naikin', 'harga', 'beda', 'pengaruh', 'fokus', '', 'ga', 'mikir', 'harga', 'efek', 'domino', 'bos', 'status', 'opo', 'seh', '', 'ra', 'ki', '', '', '']",murah kopi item ngap ngapain bandingin harga pertalite rokok efek naikin harga beda pengaruh fokus ga mikir harga efek domino bos status opo seh ra ki
"['muslim', 'ngaji', 'yg', 'bener', '']",muslim ngaji yg bener
"['naif', 'aja', 'harap', 'aplg', 'dekat', 'jd', 'jgn', 'salah', 'klw', 'yg', 'bilang', 'gantung', 'pesan', 'wkt', 'presidenya', 'mantan', 'krn', 'rajin', 'intervensi', 'jd', 'bad', 'bed', 'sampe', 'blm', 'periksa', 'aja', 'udh', 'jd', 'sangka', 'skrg', 'ga', 'intervensi', 'ya', 'slow', 'motion']",naif aja harap aplg dekat jd jgn salah klw yg bilang gantung pesan wkt presidenya mantan krn rajin intervensi jd bad bed sampe blm periksa aja udh jd sangka skrg ga intervensi ya slow motion
"['naik', 'bbm', 'duga', 'selamat', 'proyek', 'infrastruktur', 'ikn', 'jokowi', 'tuntut', 'mundur', 'ambisi', 'politik', 'mercu', 'suar', 'ki', 'lurah', 'mosi', 'percaya', '', '', '', 'makzulinlurahngibul', 'makzulinlurahngibul', '']",naik bbm duga selamat proyek infrastruktur ikn jokowi tuntut mundur ambisi politik mercu suar ki lurah mosi percaya makzulinlurahngibul makzulinlurahngibul
"['naik', 'bbm', 'duga', 'selamat', 'proyek', 'infrastruktur', 'ikn', 'jokowi', 'tuntut', 'mundur', 'makzulinlurahngibul', 'makzulinlurahngibul']",naik bbm duga selamat proyek infrastruktur ikn jokowi tuntut mundur makzulinlurahngibul makzulinlurahngibul
"['naik', 'harga', 'bbm', 'umum', 'jokowi', 'kemarin', 'tuai', 'respons', 'negatif', 'mayarakat', 'luas', 'tokoh', 'nasional', 'suara', 'naik', 'harga', 'bbm', 'makzulinlurahngibul', 'makzulinlurahngibul']",naik harga bbm umum jokowi kemarin tuai respons negatif mayarakat luas tokoh nasional suara naik harga bbm makzulinlurahngibul makzulinlurahngibul
"['naik', 'harga', 'bbm', 'x', 'dunia', 'krisis', 'bantu']",naik harga bbm x dunia krisis bantu
"['naik', 'hny', 'siasat', 'jokowi', 'utk', 'cari', 'untung', 'dlm', 'minggu', 'raup', 'trilyunan', 'tambal', 'rugi', 'korupsi', 'dsb', 'negara', 'bbm', 'turun', 'harga', 'naik', 'jual', 'ayam', 'ambil', 'murah', 'jual', 'mahal', 'bel', 'rakyat']",naik hny siasat jokowi utk cari untung dlm minggu raup trilyunan tambal rugi korupsi dsb negara bbm turun harga naik jual ayam ambil murah jual mahal bel rakyat
"['naikin', 'aja', 'bbm']",naikin aja bbm
"['najis', '', 'lihat']",najis lihat
"['nama', 'lawan', 'politik', 'cari', 'salah', 'lawa', 'tuhan', 'tidur', 'angkat', 'yg', 'turun', 'kuat', 'apa', 'usaha', 'jatuh', 'jokowi', 'allah', 'tdk', 'tetapjokowi', 'jokowimaruf', 'jokowiperiode']",nama lawan politik cari salah lawa tuhan tidur angkat yg turun kuat apa usaha jatuh jokowi allah tdk tetapjokowi jokowimaruf jokowiperiode
"['nama', 'yg', 'd', 'hina', 'kadrun', 'kenal', 'd', 'negeri', 'islam', 'arab', 'saudi', 'nama', 'ganti', 'rupiah', 'jokowi', 'yg', 'd', 'dusta', 'orang', 'kenang', 'sejarah', 'abad', 'dagang', 'd', 'arab', 'saudi', 'kadrun', 'setan', '']",nama yg d hina kadrun kenal d negeri islam arab saudi nama ganti rupiah jokowi yg d dusta orang kenang sejarah abad dagang d arab saudi kadrun setan
"['nasi', 'bungkus', 'yg', 'takut', 'sm', 'baliho']",nasi bungkus yg takut sm baliho
"['nawacita', 'dompleng', 'suara', 'janji', 'doang', 'udah', 'kaya', 'temen', 'ngajak', 'jalan', 'jalan']",nawacita dompleng suara janji doang udah kaya temen ngajak jalan jalan
"['negara', 'dgn', 'gaji', 'beli', 'mobil', 'motor', 'ng', '', 'beda', 'indonesia', '', 'gaji', 'umr', 'penggangguran', 'kenyataanya', 'beli', 'mobil', 'motor', '', 'hayo', 'lgi', 'yg', 'lu', 'bandingin', '', 'tetep', 'murah', 'indonesia', '', 'krn', 'penggangguran', 'aja', 'beli', 'bbm']",negara dgn gaji beli mobil motor ng beda indonesia gaji umr penggangguran kenyataanya beli mobil motor hayo lgi yg lu bandingin tetep murah indonesia krn penggangguran aja beli bbm
"['negara', 'maju', 'pilih', 'jokowi', '', 'orang', 'ngantukan', 'th']",negara maju pilih jokowi orang ngantukan th
"['negara', 'mending', 'lu', 'jagain', 'bansos', 'gak', 'korup', 'lupa', 'senyum', 'gaes']",negara mending lu jagain bansos gak korup lupa senyum gaes
"['negara', 'sungguh', 'hebat', 'periode', 'rakyat', 'dukung']",negara sungguh hebat periode rakyat dukung
"['negeri', 'penuh', 'zoliman', 'periode', 'jokowi']",negeri penuh zoliman periode jokowi
"['negri', 'ancooor', '']",negri ancooor
"['negri', 'yg', 'pimpin', 'miskir', 'krn', 'mmg', 'kapasitas', 'otak', 'batas', 'dn', 'it', 'jg', 'periode', 'klo', 'bs', 'umur', 'hidup', 'kacau', 'pikir']",negri yg pimpin miskir krn mmg kapasitas otak batas dn it jg periode klo bs umur hidup kacau pikir
"['nemu', 'akun', 'jokowi', 'akun', 'mabok', 'kecubung', 'bebal', 'tiada', 'tara', '']",nemu akun jokowi akun mabok kecubung bebal tiada tara
"['nga', 'beres', 'menteri', 'jokowi', 'statemennya']",nga beres menteri jokowi statemennya
"['ngangkat', 'menteri', 'atur', 'hasil']",ngangkat menteri atur hasil
"['ngapain', 'milu', 'periode']",ngapain milu periode
['ngarti'],ngarti
"['ngatain', 'periode', 'gagal', 'besaaar']",ngatain periode gagal besaaar
"['ngelihat', 'tua', 'bocah', 'main', '', 'ya', 'bocah']",ngelihat tua bocah main ya bocah
"['ngga', 'minat', 'ganti', 'menteri', 'ganti', 'ancur', 'kemenpan', 'rb', 'gpp', '', '']",ngga minat ganti menteri ganti ancur kemenpan rb gpp
