datetime,username,content
2022-12-14 11:32:48+00:00,AnizarZar1,"@cakimiNOW Setuju Gus,, terkadang dengan adanya kritikan dapat menjadi kan motivasi ke depannya."
2022-12-14 11:32:48+00:00,Atho20000,@cakimiNOW Setuju Gus Muhaimin
2022-12-14 11:32:42+00:00,jainismo,@titm_official Surat setuju terima ada sign tak? Tanya kali ke-4...
2022-12-14 11:32:32+00:00,achsarim,"@Zadiyarraw sangat setuju, soalnya banyak org (dlm tanda kutip malas) mengatakan bahwa ""rezeki udah ada yg ngatur mau sekeras apapun tetep segini2 aja"" untuk menutup kalo dia enggan untuk melakukan progress/bekerja keras. karena tuhan bisa jadi memberi rezeki berupa hal lain (ex: kesehatan)"
2022-12-14 11:32:31+00:00,Rey_LFC8,"@Tripangga17 @nicohans @BNurvia @jokowi @mohmahfudmd @tni_ad Setuju, tapi terorisme harus diberantas. HAM tidak bisa dijadikan dalih bagi mereka yg lebih dulu tidak menghargai kehidupan manusia."
2022-12-14 11:32:30+00:00,ermadi_st1,@cakimiNOW Setuju..
2022-12-14 11:32:30+00:00,nadiahmdnoth,@cik_piaaaaa Yup setuju mcm tgk drama Turkey 💯❤️
2022-12-14 11:32:13+00:00,Achmad2024,@keuangannews_id Setuju..
2022-12-14 11:32:10+00:00,athrxh,Setuju! Ni diam sampai kesudah orang mention pun diam. Juburrrr https://t.co/k3Q6UHt91n
2022-12-14 11:32:08+00:00,Arifprabowo39,@cakimiNOW Siap dan setuju Gus..
2022-12-14 11:32:07+00:00,uyunzahra0,@ikatanmuslimin Part ni setuju. Jangan normalize2kan
2022-12-14 11:32:01+00:00,wseojohnny,@Aekayiin @Yutanakal Mjb setuju gua
2022-12-14 11:31:55+00:00,AlphaARachman,"@AidulFa setuju sekali, jalan tengah yg bijak ..👍👍 semoga menjadi bagian dari opsi penyelesaian .."
2022-12-14 11:31:55+00:00,ambisduluoke,@convomfs setuju sii kadang tapi ada sisi tidak setuju alias kalau mau cemburu lo siapa🥲😭
2022-12-14 11:31:54+00:00,kikipransisko_,"@ohwongayu @partisangambia Setuju, g juga banyak ngeblok publik figur yang ga enak diliat menurut gua. 
Tapi ngepost jek gitu, buat apa?"
2022-12-14 11:31:51+00:00,uumadame,"setuju banget jrit apalagi vocalnya, merinding parah 🫶🏻🫶🏻🫶🏻🥺🥺 https://t.co/jbjLk7T1Nu"
2022-12-14 11:31:50+00:00,Nosaditya,@corbuzier Om ded jujur deh. Selama ini kerja utk BIN kan? Bpk angkat om ded mantan ketua BIN. Mungkin selama ini berjasa membocorkan dunia hitam dunia artis &amp; Teman2 komika (Oknum pastinya). Penghargaan yg terbaik ya diangkat jadi letkol tituler. Klo itu alasannya saya setuju om ded.
2022-12-14 11:31:44+00:00,WrSurahman,@cakimiNOW Setuju Gus
2022-12-14 11:31:26+00:00,no_rlgion,yes! setuju banget! https://t.co/AK17KrBXVx
2022-12-14 11:31:13+00:00,WaNuriani,@cakimiNOW Siap setuju👍
2022-12-14 11:31:11+00:00,DoritisB,"@qwertyouipsn @asmanadia Setuju dg poin 1 &amp; 2 
Tapi punya kecurigaan besar, poin 2 bakal dieksekusi. 😭"
2022-12-14 11:31:00+00:00,Shafura15,@cakimiNOW Setuju Gus Muhaimin... Dengan kritikan membuat kita Membangun
2022-12-14 11:30:48+00:00,syahirulalim,@cakimiNOW Setuju sama pendapatnya Gus Muhaimin
2022-12-14 11:30:47+00:00,kampret_botak,@sayasastra Setuju pake banget yawloh kak
2022-12-14 11:30:45+00:00,ManroeReinhard,"@Syarman59 @KPK_RI @jokowi @DPR_RI Kasus formula.E dan Lukas Enembe @KPK_RI  hanya mampu sebatas mengendus, klo cuma itu bisanya setuju dibubarkan sj dr pd habiskan uang negara/rakyat utk gaji pegawai dan operasional KPK yg bgtu besar..lbh baik dialihkan utk kepentingan rakyat.Perkuat @KejaksaanRI berantas korupsi"
2022-12-14 11:30:42+00:00,TaufikM18445939,@Mdy_Asmara1701 Kl dari sisi anggaran seh setuju pastinya jauh lebih hemat..tp di sisi lain kl ditunjuk pemerintah khawatir ada settingan tertentu
2022-12-14 11:30:36+00:00,neyrashazeyra,@mewohbenor @Amni_lemon @aisyahmior Setuju. Flight saya transit Dari 2 jam jadi 12 jam pun sbb world cup. Flight time semua kacau sbb Pak Arab hahahah
2022-12-14 11:30:35+00:00,madeleineputri,@jesicachristi Setuju sama om. wkwkwk
2022-12-14 11:30:30+00:00,GilangMontana,@taudahhh_ @sbyfess Aku cowok dan aku setuju dengan kamoe 🍻
